Project,Subproject,Treatment,Deployment Name,ID Type,Deploy ID,Sequence ID,Begin Time,End Time,Species Name,Common Name,Age,Sex,Individual,Count,Actual Lat,Actual Lon,Fuzzed
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s3,2017-06-18T22:20:57,2017-06-18T22:21:00,No Animal,No Animal,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s4,2017-06-21T00:14:00,2017-06-21T00:14:16,Procyon lotor,Northern Raccoon,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s5,2017-06-21T11:24:24,2017-06-21T11:24:28,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s6,2017-06-21T19:30:56,2017-06-21T19:31:02,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s7,2017-06-22T00:49:43,2017-06-22T00:49:50,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s8,2017-06-22T01:57:19,2017-06-22T01:57:22,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s9,2017-06-23T09:32:24,2017-06-23T09:32:27,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s10,2017-06-23T22:03:12,2017-06-23T22:03:14,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s11,2017-06-24T14:55:28,2017-06-24T14:55:32,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s12,2017-06-24T20:26:17,2017-06-24T20:26:25,Procyon lotor,Northern Raccoon,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s13,2017-06-25T22:00:44,2017-06-25T22:00:47,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s14,2017-06-25T22:20:08,2017-06-25T22:20:15,Odocoileus virginianus,White-tailed Deer,Adult,Male,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s15,2017-06-28T02:20:53,2017-06-28T02:21:02,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s16,2017-06-28T07:42:55,2017-06-28T07:42:59,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s17,2017-06-28T21:16:46,2017-06-28T21:17:00,Procyon lotor,Northern Raccoon,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s18,2017-06-29T21:12:21,2017-06-29T21:12:24,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s19,2017-06-30T07:05:10,2017-06-30T07:05:13,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s20,2017-06-30T07:06:26,2017-06-30T07:06:40,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s21,2017-06-30T19:49:21,2017-06-30T19:49:40,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s22,2017-07-01T04:32:01,2017-07-01T04:32:04,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s23,2017-07-01T08:47:23,2017-07-01T08:47:27,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s24,2017-07-03T21:32:56,2017-07-03T21:32:59,Urocyon cinereoargenteus,Grey Fox,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s25,2017-07-05T04:23:44,2017-07-05T04:23:50,Canis latrans,Coyote,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s26,2017-07-05T07:28:46,2017-07-05T07:28:50,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s27,2017-07-05T08:58:26,2017-07-05T08:58:37,Corvus brachyrhynchos,American Crow,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s28,2017-07-05T08:59:44,2017-07-05T08:59:47,Corvus brachyrhynchos,American Crow,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s29,2017-07-05T22:03:27,2017-07-05T22:03:30,No Animal,No Animal,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s30,2017-07-06T04:24:14,2017-07-06T04:24:19,Unknown Animal,Unknown Animal,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s31,2017-07-06T17:29:24,2017-07-06T17:29:38,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s32,2017-07-06T18:24:50,2017-07-06T18:24:54,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s33,2017-07-06T22:55:11,2017-07-06T22:55:14,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s34,2017-07-07T03:26:17,2017-07-07T03:26:20,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s35,2017-07-07T14:36:18,2017-07-07T14:36:51,No Animal,No Animal,Adult,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s36,2017-07-08T08:30:21,2017-07-08T08:30:24,Canis latrans,Coyote,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s37,2017-07-09T18:26:36,2017-07-09T18:26:44,Procyon lotor,Northern Raccoon,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Warren County,,Weingarten_G_Warren4,Researcher,d26170,d26170s38,2017-07-10T06:40:19,2017-07-10T06:40:39,Camera Trapper,Camera Trapper,Unknown,Unknown,,1,36.501,-78.014,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s1,2017-06-19T10:19:57,2017-06-19T10:20:00,Camera Trapper,Camera Trapper,Adult,Female,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s2,2017-06-19T17:37:33,2017-06-19T17:37:45,Odocoileus virginianus,White-tailed Deer,Adult,Male,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s3,2017-06-21T07:05:13,2017-06-21T07:06:52,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s4,2017-06-21T07:08:52,2017-06-21T07:11:37,Odocoileus virginianus,White-tailed Deer,Adult,Male,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s5,2017-06-21T20:06:54,2017-06-21T20:06:58,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s6,2017-06-21T20:08:41,2017-06-21T20:09:25,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s7,2017-06-22T12:19:08,2017-06-22T12:19:44,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s7,2017-06-22T12:19:08,2017-06-22T12:19:44,Odocoileus virginianus,White-tailed Deer,Juvenile,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s8,2017-06-22T12:22:15,2017-06-22T12:22:36,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s8,2017-06-22T12:22:15,2017-06-22T12:22:36,Odocoileus virginianus,White-tailed Deer,Juvenile,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s9,2017-06-22T17:36:20,2017-06-22T17:36:58,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s9,2017-06-22T17:36:20,2017-06-22T17:36:58,Odocoileus virginianus,White-tailed Deer,Juvenile,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s10,2017-06-22T20:48:08,2017-06-22T20:48:28,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s11,2017-06-23T21:24:02,2017-06-23T21:24:04,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s12,2017-06-24T00:37:53,2017-06-24T00:38:02,Canis latrans,Coyote,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s13,2017-06-25T01:55:11,2017-06-25T01:56:16,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s14,2017-06-25T01:59:24,2017-06-25T01:59:35,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s15,2017-06-26T21:01:54,2017-06-26T21:02:01,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s16,2017-06-27T21:11:01,2017-06-27T21:11:15,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,2,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s17,2017-06-28T07:03:00,2017-06-28T07:03:17,Odocoileus virginianus,White-tailed Deer,Adult,Male,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s18,2017-06-29T17:56:52,2017-06-29T17:56:55,Canis latrans,Coyote,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s19,2017-06-30T01:53:16,2017-06-30T01:53:24,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s20,2017-07-01T11:15:54,2017-07-01T11:16:15,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s21,2017-07-01T12:33:19,2017-07-01T12:33:22,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s22,2017-07-01T12:58:02,2017-07-01T12:58:05,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s23,2017-07-01T13:05:16,2017-07-01T13:05:21,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s24,2017-07-01T13:07:06,2017-07-01T13:07:17,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s25,2017-07-01T13:11:46,2017-07-01T13:12:19,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s26,2017-07-01T13:13:38,2017-07-01T13:13:45,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s27,2017-07-01T13:14:57,2017-07-01T13:15:23,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s28,2017-07-01T13:17:13,2017-07-01T13:17:45,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s29,2017-07-01T13:22:40,2017-07-01T13:22:48,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s30,2017-07-01T13:25:37,2017-07-01T13:26:05,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s31,2017-07-01T13:28:24,2017-07-01T13:29:48,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s32,2017-07-01T13:33:31,2017-07-01T13:33:34,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s33,2017-07-01T13:36:03,2017-07-01T13:36:07,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s34,2017-07-01T13:47:38,2017-07-01T13:48:09,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s35,2017-07-01T13:49:43,2017-07-01T13:51:24,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s36,2017-07-01T13:57:00,2017-07-01T13:57:41,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s37,2017-07-01T13:58:43,2017-07-01T13:59:00,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s38,2017-07-01T14:00:01,2017-07-01T14:02:07,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s39,2017-07-01T14:03:27,2017-07-01T14:03:54,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s40,2017-07-01T14:05:16,2017-07-01T14:06:48,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s41,2017-07-01T14:16:44,2017-07-01T14:16:48,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s42,2017-07-01T14:34:59,2017-07-01T14:35:16,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s43,2017-07-01T14:37:38,2017-07-01T14:37:42,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s44,2017-07-01T14:39:08,2017-07-01T14:43:25,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s45,2017-07-01T14:46:59,2017-07-01T14:49:22,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s46,2017-07-01T14:51:02,2017-07-01T14:51:32,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s47,2017-07-01T14:53:46,2017-07-01T14:55:06,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s48,2017-07-01T14:56:15,2017-07-01T14:56:19,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s49,2017-07-01T14:58:47,2017-07-01T14:58:50,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s50,2017-07-01T15:06:05,2017-07-01T15:07:40,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s51,2017-07-01T15:13:17,2017-07-01T15:13:20,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s52,2017-07-01T15:14:32,2017-07-01T15:14:35,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s53,2017-07-01T15:19:57,2017-07-01T15:20:01,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s54,2017-07-01T15:35:00,2017-07-01T15:35:03,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s55,2017-07-01T15:36:15,2017-07-01T15:36:18,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s56,2017-07-01T15:53:28,2017-07-01T15:53:31,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s57,2017-07-01T15:59:18,2017-07-01T16:00:18,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s58,2017-07-02T10:51:23,2017-07-02T10:51:26,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s59,2017-07-02T11:18:26,2017-07-02T11:18:29,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s60,2017-07-04T10:33:26,2017-07-04T10:33:30,No Animal,No Animal,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s61,2017-07-04T20:01:17,2017-07-04T20:01:20,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Chatham County,,McAdams_C_Chatham6,Researcher,d26249,d26249s62,2017-07-08T09:54:17,2017-07-08T09:54:21,Camera Trapper,Camera Trapper,Unknown,Unknown,,1,35.7101,-79.19985,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s1,2017-05-28T10:54:09,2017-05-28T10:54:13,Camera Trapper,Camera Trapper,Unknown,Unknown,,2,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s2,2017-05-28T12:03:30,2017-05-28T12:03:34,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s3,2017-05-28T12:33:27,2017-05-28T12:33:31,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s4,2017-05-31T05:25:53,2017-05-31T05:25:55,Canis latrans,Coyote,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s5,2017-06-01T08:30:40,2017-06-01T08:30:44,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s6,2017-06-01T09:03:07,2017-06-01T09:03:11,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s7,2017-06-01T11:51:08,2017-06-01T11:51:13,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s8,2017-06-01T19:41:25,2017-06-01T19:41:28,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s9,2017-06-03T04:19:23,2017-06-03T04:19:26,Procyon lotor,Northern Raccoon,Unknown,Unknown,,2,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s10,2017-06-03T06:04:14,2017-06-03T06:04:43,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s11,2017-06-03T07:53:08,2017-06-03T07:53:11,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s12,2017-06-03T08:18:44,2017-06-03T08:18:48,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s13,2017-06-03T13:08:38,2017-06-03T13:08:41,No Animal,No Animal,Unknown,Unknown,,1,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s14,2017-06-04T09:22:27,2017-06-04T09:22:31,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,3,35.88987,-78.53379,FALSE
North Carolina's Candid Critters Project,Wake County,,Lindsey_D_Wake1,Researcher,d26253,d26253s15,2017-06-04T13:52:44,2017-06-04T13:52:47,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.88987,-78.53379,FALSE
